endpoint,model,subset_key,subset_modalities,n_modalities,fold,threshold,weighted_f1,auc,acc,n_train,n_val
surv,xgb,pathological,pathological,1,2,0.4,0.6784566981288292,0.6318681318681318,0.6885245901639344,244,61
surv,et,pathological,pathological,1,3,0.6,0.6583394172695294,0.6988888888888888,0.6557377049180327,244,61
surv,lgbm,pathological,pathological,1,3,0.0999999999999999,0.6230288836846214,0.6411111111111112,0.639344262295082,244,61
surv,rf,pathological,pathological,1,3,0.59,0.6737524770311656,0.7055555555555555,0.6721311475409836,244,61
surv,voting,pathological,pathological,1,3,0.33,0.6162534986005598,0.6666666666666667,0.639344262295082,244,61
surv,xgb,pathological,pathological,1,3,0.21,0.6511395441823271,0.6566666666666667,0.6721311475409836,244,61
surv,et,pathological,pathological,1,4,0.67,0.6021057094403618,0.6177777777777778,0.6065573770491803,244,61
surv,lgbm,pathological,pathological,1,4,0.98,0.6125141802166515,0.6355555555555557,0.6229508196721312,244,61
surv,rf,pathological,pathological,1,4,0.6900000000000001,0.5980413029593358,0.62,0.6065573770491803,244,61
surv,voting,pathological,pathological,1,4,0.8200000000000001,0.5930568948891031,0.6155555555555555,0.6065573770491803,244,61
surv,xgb,pathological,pathological,1,4,0.74,0.560980492470583,0.5844444444444444,0.5573770491803278,244,61
surv,et,pathological+spatial,pathological+spatial,2,0,0.5700000000000001,0.6237756469739149,0.6241758241758242,0.6229508196721312,244,61
surv,lgbm,pathological+spatial,pathological+spatial,2,0,0.44,0.6489012905476107,0.6252747252747253,0.6557377049180327,244,61
surv,rf,pathological+spatial,pathological+spatial,2,0,0.59,0.6086863955716415,0.6186813186813187,0.6065573770491803,244,61
surv,voting,pathological+spatial,pathological+spatial,2,0,0.55,0.6371402550091074,0.6428571428571428,0.639344262295082,244,61
surv,xgb,pathological+spatial,pathological+spatial,2,0,0.65,0.6570343613966843,0.6692307692307693,0.6557377049180327,244,61
surv,et,pathological+spatial,pathological+spatial,2,1,0.5800000000000001,0.6721311475409836,0.7175824175824176,0.6721311475409836,244,61
surv,lgbm,pathological+spatial,pathological+spatial,2,1,0.87,0.656490808106618,0.6923076923076923,0.6557377049180327,244,61
surv,rf,pathological+spatial,pathological+spatial,2,1,0.5800000000000001,0.6892059692393209,0.7054945054945055,0.6885245901639344,244,61
surv,voting,pathological+spatial,pathological+spatial,2,1,0.67,0.7049180327868853,0.7131868131868132,0.7049180327868853,244,61
surv,xgb,pathological+spatial,pathological+spatial,2,1,0.64,0.6823392628764097,0.6923076923076923,0.6885245901639344,244,61
surv,et,pathological+spatial,pathological+spatial,2,2,0.55,0.7049180327868853,0.6692307692307692,0.7049180327868853,244,61
surv,lgbm,pathological+spatial,pathological+spatial,2,2,0.09,0.6163308921264563,0.6516483516483517,0.6557377049180327,244,61
surv,rf,pathological+spatial,pathological+spatial,2,2,0.48,0.708021060048162,0.6912087912087912,0.7213114754098361,244,61
surv,voting,pathological+spatial,pathological+spatial,2,2,0.39,0.644610034773969,0.6615384615384615,0.6557377049180327,244,61
surv,xgb,pathological+spatial,pathological+spatial,2,2,0.66,0.6410931317128321,0.634065934065934,0.639344262295082,244,61
surv,et,pathological+spatial,pathological+spatial,2,3,0.5800000000000001,0.6746312368298868,0.7144444444444444,0.6721311475409836,244,61
surv,lgbm,pathological+spatial,pathological+spatial,2,3,0.7100000000000001,0.7704918032786885,0.73,0.7704918032786885,244,61
surv,rf,pathological+spatial,pathological+spatial,2,3,0.5800000000000001,0.6579970144837881,0.7022222222222222,0.6557377049180327,244,61
surv,voting,pathological+spatial,pathological+spatial,2,3,0.62,0.7231404402963999,0.7355555555555555,0.7213114754098361,244,61
surv,xgb,pathological+spatial,pathological+spatial,2,3,0.67,0.7071681131468981,0.7033333333333334,0.7049180327868853,244,61
surv,et,pathological+spatial,pathological+spatial,2,4,0.52,0.6370785019325604,0.6466666666666666,0.6557377049180327,244,61
surv,lgbm,pathological+spatial,pathological+spatial,2,4,0.8300000000000001,0.6095574841958641,0.6311111111111111,0.6065573770491803,244,61
surv,rf,pathological+spatial,pathological+spatial,2,4,0.5700000000000001,0.6065573770491803,0.6288888888888888,0.6065573770491803,244,61
surv,voting,pathological+spatial,pathological+spatial,2,4,0.65,0.6411277247342821,0.6477777777777778,0.639344262295082,244,61
surv,xgb,pathological+spatial,pathological+spatial,2,4,0.5800000000000001,0.6331545185129609,0.6699999999999999,0.639344262295082,244,61
surv,et,semantic,semantic,1,0,0.6,0.4940521289276459,0.4703296703296703,0.5573770491803278,244,61
surv,lgbm,semantic,semantic,1,0,0.52,0.5557249968229762,0.5483516483516484,0.6065573770491803,244,61
surv,rf,semantic,semantic,1,0,0.55,0.4772015606423416,0.4241758241758241,0.5573770491803278,244,61
surv,voting,semantic,semantic,1,0,0.54,0.5682198713289727,0.5813186813186813,0.6229508196721312,244,61
surv,xgb,semantic,semantic,1,0,0.54,0.5927479137543948,0.5879120879120879,0.639344262295082,244,61
surv,et,semantic,semantic,1,1,0.56,0.4753767179996688,0.4351648351648352,0.4918032786885246,244,61
surv,lgbm,semantic,semantic,1,1,0.56,0.5568802781917536,0.4912087912087912,0.5737704918032787,244,61
surv,rf,semantic,semantic,1,1,0.56,0.5737704918032787,0.4989010989010989,0.5737704918032787,244,61
surv,voting,semantic,semantic,1,1,0.55,0.5280554444888711,0.5065934065934066,0.5573770491803278,244,61
surv,xgb,semantic,semantic,1,1,0.21,0.5387462880852621,0.5032967032967033,0.6229508196721312,244,61
surv,et,semantic,semantic,1,2,0.5700000000000001,0.4426229508196721,0.4043956043956044,0.4426229508196721,244,61
surv,lgbm,semantic,semantic,1,2,0.47,0.5067111470197294,0.4703296703296703,0.5573770491803278,244,61
surv,rf,semantic,semantic,1,2,0.55,0.4675678153819426,0.4021978021978022,0.4918032786885246,244,61
surv,voting,semantic,semantic,1,2,0.48,0.4816791629601389,0.4285714285714286,0.5409836065573771,244,61
surv,xgb,semantic,semantic,1,2,0.52,0.5150273224043717,0.4241758241758242,0.5409836065573771,244,61
surv,et,semantic,semantic,1,3,0.54,0.5290030817483907,0.4722222222222222,0.6229508196721312,244,61
surv,lgbm,semantic,semantic,1,3,0.54,0.5749624789471905,0.5111111111111112,0.5901639344262295,244,61
surv,rf,semantic,semantic,1,3,0.56,0.6331545185129609,0.61,0.639344262295082,244,61
surv,voting,semantic,semantic,1,3,0.56,0.5409594772629659,0.5077777777777777,0.5573770491803278,244,61
surv,xgb,semantic,semantic,1,3,0.26,0.558327393680209,0.5122222222222222,0.639344262295082,244,61
surv,et,semantic,semantic,1,4,0.55,0.5012942191544435,0.4044444444444444,0.5409836065573771,244,61
surv,lgbm,semantic,semantic,1,4,0.56,0.5887587822014052,0.5766666666666665,0.6065573770491803,244,61
surv,rf,semantic,semantic,1,4,0.51,0.5073540948739257,0.3911111111111111,0.5901639344262295,244,61
surv,voting,semantic,semantic,1,4,0.62,0.5645447448726136,0.5522222222222223,0.5737704918032787,244,61
surv,xgb,semantic,semantic,1,4,0.63,0.5723955579058699,0.5322222222222222,0.5737704918032787,244,61
surv,et,semantic+pathological,semantic+pathological,2,0,0.59,0.6247925795760394,0.6373626373626373,0.6229508196721312,244,61
surv,lgbm,semantic+pathological,semantic+pathological,2,0,0.61,0.6219095349984834,0.6252747252747253,0.6229508196721312,244,61
surv,rf,semantic+pathological,semantic+pathological,2,0,0.54,0.6371402550091074,0.632967032967033,0.639344262295082,244,61
surv,voting,semantic+pathological,semantic+pathological,2,0,0.46,0.62505254308533,0.6208791208791209,0.639344262295082,244,61
surv,xgb,semantic+pathological,semantic+pathological,2,0,0.37,0.6116353458616554,0.6362637362637362,0.639344262295082,244,61
surv,et,semantic+pathological,semantic+pathological,2,1,0.55,0.6489012905476107,0.656043956043956,0.6557377049180327,244,61
surv,lgbm,semantic+pathological,semantic+pathological,2,1,0.24,0.6393201330006708,0.6296703296703297,0.6557377049180327,244,61
surv,rf,semantic+pathological,semantic+pathological,2,1,0.51,0.708021060048162,0.6945054945054945,0.7213114754098361,244,61
surv,voting,semantic+pathological,semantic+pathological,2,1,0.6900000000000001,0.6575960708833876,0.6714285714285715,0.6557377049180327,244,61
surv,xgb,semantic+pathological,semantic+pathological,2,1,0.8400000000000001,0.6737210288298473,0.7076923076923077,0.6721311475409836,244,61
surv,et,semantic+pathological,semantic+pathological,2,2,0.51,0.7123033614836893,0.7153846153846153,0.7213114754098361,244,61
surv,lgbm,semantic+pathological,semantic+pathological,2,2,0.39,0.670127504553734,0.6186813186813187,0.6721311475409836,244,61
surv,rf,semantic+pathological,semantic+pathological,2,2,0.47,0.6736705965244165,0.689010989010989,0.6885245901639344,244,61
surv,voting,semantic+pathological,semantic+pathological,2,2,0.4,0.6932248079789063,0.6659340659340659,0.7049180327868853,244,61
surv,xgb,semantic+pathological,semantic+pathological,2,2,0.16,0.675150992234685,0.6318681318681318,0.7049180327868853,244,61
surv,et,semantic+pathological,semantic+pathological,2,3,0.5800000000000001,0.639344262295082,0.6744444444444444,0.639344262295082,244,61
surv,lgbm,semantic+pathological,semantic+pathological,2,3,0.12,0.6936641559592379,0.6811111111111111,0.7213114754098361,244,61
surv,rf,semantic+pathological,semantic+pathological,2,3,0.56,0.6721311475409836,0.6977777777777778,0.6721311475409836,244,61
surv,voting,semantic+pathological,semantic+pathological,2,3,0.43,0.6370785019325604,0.6833333333333333,0.6557377049180327,244,61
surv,xgb,semantic+pathological,semantic+pathological,2,3,0.19,0.6486311879189209,0.6577777777777778,0.6885245901639344,244,61
surv,et,semantic+pathological,semantic+pathological,2,4,0.62,0.6076150185087255,0.5966666666666667,0.6065573770491803,244,61
surv,lgbm,semantic+pathological,semantic+pathological,2,4,0.88,0.6097509048328721,0.601111111111111,0.6065573770491803,244,61
surv,rf,semantic+pathological,semantic+pathological,2,4,0.5700000000000001,0.6085029724373987,0.6033333333333333,0.6065573770491803,244,61
surv,voting,semantic+pathological,semantic+pathological,2,4,0.7000000000000001,0.6260204195119782,0.5922222222222222,0.6229508196721312,244,61
surv,xgb,semantic+pathological,semantic+pathological,2,4,0.63,0.623992104345779,0.5811111111111111,0.6229508196721312,244,61
surv,et,semantic+pathological+spatial,semantic+pathological+spatial,3,0,0.6,0.6410931317128321,0.6549450549450548,0.639344262295082,244,61
surv,lgbm,semantic+pathological+spatial,semantic+pathological+spatial,3,0,0.68,0.6737210288298473,0.6384615384615384,0.6721311475409836,244,61
surv,rf,semantic+pathological+spatial,semantic+pathological+spatial,3,0,0.55,0.6340643922611137,0.6307692307692307,0.639344262295082,244,61
surv,voting,semantic+pathological+spatial,semantic+pathological+spatial,3,0,0.65,0.6557377049180327,0.6494505494505495,0.6557377049180327,244,61
surv,xgb,semantic+pathological+spatial,semantic+pathological+spatial,3,0,0.59,0.6739053296430345,0.6516483516483518,0.6721311475409836,244,61
surv,et,semantic+pathological+spatial,semantic+pathological+spatial,3,1,0.6,0.6902059688944935,0.7241758241758242,0.6885245901639344,244,61
surv,lgbm,semantic+pathological+spatial,semantic+pathological+spatial,3,1,0.76,0.7031147540983607,0.7197802197802198,0.7049180327868853,244,61
surv,rf,semantic+pathological+spatial,semantic+pathological+spatial,3,1,0.53,0.6736705965244165,0.7175824175824176,0.6885245901639344,244,61
surv,voting,semantic+pathological+spatial,semantic+pathological+spatial,3,1,0.6900000000000001,0.7226727762083769,0.7483516483516484,0.7213114754098361,244,61
surv,xgb,semantic+pathological+spatial,semantic+pathological+spatial,3,1,0.8200000000000001,0.7063489259468626,0.7065934065934066,0.7049180327868853,244,61
surv,et,semantic+pathological+spatial,semantic+pathological+spatial,3,2,0.52,0.7461500248385494,0.7406593406593406,0.7540983606557377,244,61
surv,lgbm,semantic+pathological+spatial,semantic+pathological+spatial,3,2,0.53,0.6080574306225223,0.5824175824175825,0.6065573770491803,244,61
surv,rf,semantic+pathological+spatial,semantic+pathological+spatial,3,2,0.5,0.682247101159536,0.6934065934065934,0.7049180327868853,244,61
surv,voting,semantic+pathological+spatial,semantic+pathological+spatial,3,2,0.61,0.6575960708833876,0.645054945054945,0.6557377049180327,244,61
surv,xgb,semantic+pathological+spatial,semantic+pathological+spatial,3,2,0.56,0.656490808106618,0.6428571428571429,0.6557377049180327,244,61
surv,et,semantic+pathological+spatial,semantic+pathological+spatial,3,3,0.55,0.6665041077390553,0.6755555555555556,0.6721311475409836,244,61
surv,lgbm,semantic+pathological+spatial,semantic+pathological+spatial,3,3,0.55,0.735784965293162,0.7522222222222222,0.7377049180327869,244,61
surv,rf,semantic+pathological+spatial,semantic+pathological+spatial,3,3,0.5800000000000001,0.6585403830326756,0.6888888888888889,0.6557377049180327,244,61
surv,voting,semantic+pathological+spatial,semantic+pathological+spatial,3,3,0.61,0.7231404402963999,0.7322222222222222,0.7213114754098361,244,61
surv,xgb,semantic+pathological+spatial,semantic+pathological+spatial,3,3,0.61,0.6585403830326756,0.6833333333333333,0.6557377049180327,244,61
surv,et,semantic+pathological+spatial,semantic+pathological+spatial,3,4,0.62,0.6381808566895821,0.6577777777777778,0.639344262295082,244,61
surv,lgbm,semantic+pathological+spatial,semantic+pathological+spatial,3,4,0.81,0.5758782201405153,0.5711111111111111,0.5737704918032787,244,61
surv,rf,semantic+pathological+spatial,semantic+pathological+spatial,3,4,0.6,0.6247767236930893,0.6166666666666666,0.6229508196721312,244,61
surv,voting,semantic+pathological+spatial,semantic+pathological+spatial,3,4,0.7100000000000001,0.6258003141523417,0.6,0.6229508196721312,244,61
surv,xgb,semantic+pathological+spatial,semantic+pathological+spatial,3,4,0.65,0.6142454994914011,0.6000000000000001,0.6229508196721312,244,61
surv,et,semantic+spatial,semantic+spatial,2,0,0.5800000000000001,0.4703222159412097,0.4153846153846154,0.4754098360655737,244,61
surv,lgbm,semantic+spatial,semantic+spatial,2,0,0.64,0.5381785063752276,0.4824175824175823,0.5409836065573771,244,61
surv,rf,semantic+spatial,semantic+spatial,2,0,0.6,0.4781420765027322,0.4582417582417582,0.5081967213114754,244,61
surv,voting,semantic+spatial,semantic+spatial,2,0,0.61,0.5409836065573771,0.5043956043956044,0.5409836065573771,244,61
surv,xgb,semantic+spatial,semantic+spatial,2,0,0.39,0.5896372374744882,0.5197802197802198,0.6229508196721312,244,61
surv,et,semantic+spatial,semantic+spatial,2,1,0.59,0.5901639344262295,0.5791208791208791,0.5901639344262295,244,61
surv,lgbm,semantic+spatial,semantic+spatial,2,1,0.21,0.5927479137543948,0.5428571428571428,0.639344262295082,244,61
surv,rf,semantic+spatial,semantic+spatial,2,1,0.5800000000000001,0.5737704918032787,0.5208791208791208,0.5737704918032787,244,61
surv,voting,semantic+spatial,semantic+spatial,2,1,0.54,0.5909664106385418,0.5527472527472528,0.6065573770491803,244,61
surv,xgb,semantic+spatial,semantic+spatial,2,1,0.31,0.6253209559549673,0.5494505494505494,0.6557377049180327,244,61
surv,et,semantic+spatial,semantic+spatial,2,2,0.5800000000000001,0.5092543627710205,0.4626373626373626,0.5081967213114754,244,61
surv,lgbm,semantic+spatial,semantic+spatial,2,2,0.47,0.552922359152509,0.5252747252747252,0.5573770491803278,244,61
surv,rf,semantic+spatial,semantic+spatial,2,2,0.54,0.5630143004526584,0.5241758241758242,0.5901639344262295,244,61
surv,voting,semantic+spatial,semantic+spatial,2,2,0.53,0.5561546715199587,0.5,0.5573770491803278,244,61
surv,xgb,semantic+spatial,semantic+spatial,2,2,0.68,0.4793914184665347,0.4428571428571428,0.4918032786885246,244,61
surv,et,semantic+spatial,semantic+spatial,2,3,0.56,0.6665041077390553,0.6644444444444444,0.6721311475409836,244,61
surv,lgbm,semantic+spatial,semantic+spatial,2,3,0.46,0.6848133937914196,0.7011111111111112,0.6885245901639344,244,61
surv,rf,semantic+spatial,semantic+spatial,2,3,0.56,0.6579970144837881,0.6622222222222223,0.6557377049180327,244,61
surv,voting,semantic+spatial,semantic+spatial,2,3,0.52,0.7203765404657259,0.7066666666666667,0.7213114754098361,244,61
surv,xgb,semantic+spatial,semantic+spatial,2,3,0.52,0.7027580859548073,0.6988888888888889,0.7049180327868853,244,61
surv,et,semantic+spatial,semantic+spatial,2,4,0.5800000000000001,0.4788015828151498,0.4366666666666666,0.4754098360655737,244,61
surv,lgbm,semantic+spatial,semantic+spatial,2,4,0.3,0.6215851338319998,0.5877777777777777,0.6557377049180327,244,61
surv,rf,semantic+spatial,semantic+spatial,2,4,0.55,0.5464814074370252,0.4577777777777778,0.5737704918032787,244,61
surv,voting,semantic+spatial,semantic+spatial,2,4,0.45,0.6116449971735444,0.5388888888888889,0.6557377049180327,244,61
surv,xgb,semantic+spatial,semantic+spatial,2,4,0.49,0.6081597436213484,0.5622222222222222,0.639344262295082,244,61
surv,et,semantic+temporal,semantic+temporal,2,0,0.64,0.5322901142573273,0.4917582417582418,0.5409836065573771,244,61
surv,lgbm,semantic+temporal,semantic+temporal,2,0,0.79,0.5511647972389991,0.551098901098901,0.5573770491803278,244,61
surv,rf,semantic+temporal,semantic+temporal,2,0,0.59,0.5108579944645518,0.4697802197802197,0.5081967213114754,244,61
surv,voting,semantic+temporal,semantic+temporal,2,0,0.72,0.5465667193095625,0.5241758241758242,0.5573770491803278,244,61
surv,xgb,semantic+temporal,semantic+temporal,2,0,0.67,0.559044178938594,0.5263736263736264,0.5573770491803278,244,61
surv,et,semantic+temporal,semantic+temporal,2,1,0.5700000000000001,0.5067111470197294,0.456043956043956,0.5573770491803278,244,61
surv,lgbm,semantic+temporal,semantic+temporal,2,1,0.74,0.6412958626073381,0.5868131868131868,0.639344262295082,244,61
surv,rf,semantic+temporal,semantic+temporal,2,1,0.52,0.427559990496555,0.334065934065934,0.5409836065573771,244,61
surv,voting,semantic+temporal,semantic+temporal,2,1,0.62,0.6371402550091074,0.5945054945054945,0.639344262295082,244,61
surv,xgb,semantic+temporal,semantic+temporal,2,1,0.66,0.6340643922611137,0.6098901098901099,0.639344262295082,244,61
surv,et,semantic+temporal,semantic+temporal,2,2,0.5700000000000001,0.632932012380233,0.5857142857142857,0.6557377049180327,244,61
surv,lgbm,semantic+temporal,semantic+temporal,2,2,0.31,0.5843091334894615,0.4175824175824175,0.6065573770491803,244,61
surv,rf,semantic+temporal,semantic+temporal,2,2,0.49,0.5546531812879206,0.5307692307692308,0.6229508196721312,244,61
surv,voting,semantic+temporal,semantic+temporal,2,2,0.47,0.5706192059531795,0.4538461538461538,0.5901639344262295,244,61
surv,xgb,semantic+temporal,semantic+temporal,2,2,0.24,0.543251062055305,0.4494505494505494,0.5901639344262295,244,61
surv,et,semantic+temporal,semantic+temporal,2,3,0.59,0.5770206078788528,0.5599999999999999,0.5737704918032787,244,61
surv,lgbm,semantic+temporal,semantic+temporal,2,3,0.63,0.5259030880881561,0.4483333333333333,0.5245901639344263,244,61
surv,rf,semantic+temporal,semantic+temporal,2,3,0.5800000000000001,0.5765262860373092,0.5533333333333333,0.5737704918032787,244,61
surv,voting,semantic+temporal,semantic+temporal,2,3,0.59,0.5928535886711763,0.5166666666666666,0.5901639344262295,244,61
surv,xgb,semantic+temporal,semantic+temporal,2,3,0.64,0.560980492470583,0.5438888888888889,0.5573770491803278,244,61
surv,et,semantic+temporal,semantic+temporal,2,4,0.56,0.5464814074370252,0.4511111111111111,0.5737704918032787,244,61
surv,lgbm,semantic+temporal,semantic+temporal,2,4,0.78,0.5723955579058699,0.5366666666666667,0.5737704918032787,244,61
surv,rf,semantic+temporal,semantic+temporal,2,4,0.56,0.5932612110351541,0.5344444444444444,0.5901639344262295,244,61
surv,voting,semantic+temporal,semantic+temporal,2,4,0.63,0.5749162700511193,0.5477777777777778,0.5737704918032787,244,61
surv,xgb,semantic+temporal,semantic+temporal,2,4,0.59,0.6091011871113623,0.5588888888888889,0.6065573770491803,244,61
surv,et,semantic+temporal+pathological,semantic+temporal+pathological,3,0,0.63,0.5573770491803278,0.5527472527472528,0.5573770491803278,244,61
surv,lgbm,semantic+temporal+pathological,semantic+temporal+pathological,3,0,0.76,0.6086863955716415,0.6351648351648351,0.6065573770491803,244,61
surv,rf,semantic+temporal+pathological,semantic+temporal+pathological,3,0,0.63,0.620719159202071,0.5989010989010989,0.6229508196721312,244,61
surv,voting,semantic+temporal+pathological,semantic+temporal+pathological,3,0,0.64,0.6086863955716415,0.6065934065934065,0.6065573770491803,244,61
surv,xgb,semantic+temporal+pathological,semantic+temporal+pathological,3,0,0.8300000000000001,0.620719159202071,0.6263736263736264,0.6229508196721312,244,61
surv,et,semantic+temporal+pathological,semantic+temporal+pathological,3,1,0.59,0.639344262295082,0.6494505494505495,0.639344262295082,244,61
surv,lgbm,semantic+temporal+pathological,semantic+temporal+pathological,3,1,0.3,0.6469412235105958,0.667032967032967,0.6721311475409836,244,61
surv,rf,semantic+temporal+pathological,semantic+temporal+pathological,3,1,0.53,0.6535909445745511,0.6351648351648351,0.6721311475409836,244,61
surv,voting,semantic+temporal+pathological,semantic+temporal+pathological,3,1,0.4,0.6610046744354466,0.6648351648351648,0.6885245901639344,244,61
surv,xgb,semantic+temporal+pathological,semantic+temporal+pathological,3,1,0.8200000000000001,0.6902059688944935,0.6956043956043956,0.6885245901639344,244,61
surv,et,semantic+temporal+pathological,semantic+temporal+pathological,3,2,0.51,0.688231850117096,0.6989010989010989,0.7049180327868853,244,61
surv,lgbm,semantic+temporal+pathological,semantic+temporal+pathological,3,2,0.18,0.6535909445745511,0.6010989010989011,0.6721311475409836,244,61
surv,rf,semantic+temporal+pathological,semantic+temporal+pathological,3,2,0.49,0.708021060048162,0.689010989010989,0.7213114754098361,244,61
surv,voting,semantic+temporal+pathological,semantic+temporal+pathological,3,2,0.28,0.6894107221976074,0.6505494505494506,0.7213114754098361,244,61
surv,xgb,semantic+temporal+pathological,semantic+temporal+pathological,3,2,0.18,0.696688392915926,0.6384615384615384,0.7213114754098361,244,61
surv,et,semantic+temporal+pathological,semantic+temporal+pathological,3,3,0.51,0.6437815851103167,0.6866666666666666,0.6721311475409836,244,61
surv,lgbm,semantic+temporal+pathological,semantic+temporal+pathological,3,3,0.05,0.6623126150609275,0.6777777777777778,0.7049180327868853,244,61
surv,rf,semantic+temporal+pathological,semantic+temporal+pathological,3,3,0.5700000000000001,0.6747924206940601,0.6866666666666666,0.6721311475409836,244,61
surv,voting,semantic+temporal+pathological,semantic+temporal+pathological,3,3,0.32,0.6350658702927098,0.6633333333333333,0.6721311475409836,244,61
surv,xgb,semantic+temporal+pathological,semantic+temporal+pathological,3,3,0.18,0.6486311879189209,0.65,0.6885245901639344,244,61
surv,et,semantic+temporal+pathological,semantic+temporal+pathological,3,4,0.65,0.5835269131213912,0.6022222222222222,0.5901639344262295,244,61
surv,lgbm,semantic+temporal+pathological,semantic+temporal+pathological,3,4,0.95,0.605288207297726,0.5722222222222223,0.6065573770491803,244,61
surv,rf,semantic+temporal+pathological,semantic+temporal+pathological,3,4,0.52,0.6089654806314154,0.6211111111111111,0.6229508196721312,244,61
surv,voting,semantic+temporal+pathological,semantic+temporal+pathological,3,4,0.76,0.6352635669869982,0.5955555555555555,0.639344262295082,244,61
surv,xgb,semantic+temporal+pathological,semantic+temporal+pathological,3,4,0.8200000000000001,0.6557377049180327,0.6033333333333334,0.6557377049180327,244,61
surv,et,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,0,0.41,0.5546531812879206,0.5362637362637364,0.6229508196721312,244,61
surv,lgbm,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,0,0.47,0.6340643922611137,0.5989010989010989,0.639344262295082,244,61
surv,rf,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,0,0.53,0.5843091334894615,0.5703296703296703,0.6065573770491803,244,61
surv,voting,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,0,0.65,0.6383747576238321,0.6285714285714286,0.639344262295082,244,61
surv,xgb,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,0,0.46,0.6823392628764097,0.6901098901098901,0.6885245901639344,244,61
surv,et,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,1,0.5700000000000001,0.7185066705775056,0.6802197802197802,0.7213114754098361,244,61
surv,lgbm,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,1,0.8,0.6737210288298473,0.7274725274725276,0.6721311475409836,244,61
surv,rf,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,1,0.56,0.6973215290542822,0.6945054945054945,0.7049180327868853,244,61
surv,voting,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,1,0.7000000000000001,0.7065147966787311,0.7241758241758242,0.7049180327868853,244,61
surv,xgb,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,1,0.75,0.7049180327868853,0.7186813186813187,0.7049180327868853,244,61
surv,et,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,2,0.54,0.7123033614836893,0.7263736263736263,0.7213114754098361,244,61
surv,lgbm,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,2,0.54,0.6237756469739149,0.6142857142857143,0.6229508196721312,244,61
surv,rf,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,2,0.5700000000000001,0.6900460439975977,0.7098901098901099,0.6885245901639344,244,61
surv,voting,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,2,0.63,0.6737210288298473,0.6648351648351648,0.6721311475409836,244,61
surv,xgb,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,2,0.7000000000000001,0.6570343613966843,0.6692307692307692,0.6557377049180327,244,61
surv,et,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.59,0.6583394172695294,0.6922222222222223,0.6557377049180327,244,61
surv,lgbm,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.6,0.7688118446315167,0.7566666666666666,0.7704918032786885,244,61
surv,rf,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.53,0.6769714839998648,0.7133333333333334,0.6885245901639344,244,61
surv,voting,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.52,0.7665528754173389,0.7399999999999999,0.7704918032786885,244,61
surv,xgb,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,3,0.72,0.6710735060814385,0.6922222222222222,0.6721311475409836,244,61
surv,et,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.5800000000000001,0.6065573770491803,0.5977777777777777,0.6065573770491803,244,61
surv,lgbm,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.9,0.6247767236930893,0.5911111111111111,0.6229508196721312,244,61
surv,rf,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.55,0.6477893691008445,0.6055555555555555,0.6557377049180327,244,61
surv,voting,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.7100000000000001,0.6091011871113623,0.5977777777777779,0.6065573770491803,244,61
surv,xgb,semantic+temporal+pathological+spatial,semantic+temporal+pathological+spatial,4,4,0.41,0.5985724573219807,0.5933333333333333,0.639344262295082,244,61
surv,et,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.44,0.5307736554501006,0.4626373626373626,0.5737704918032787,244,61
surv,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.73,0.5760769285359448,0.5131868131868131,0.5737704918032787,244,61
surv,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.59,0.5432094403617863,0.5131868131868131,0.5409836065573771,244,61
surv,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.63,0.5921658473652601,0.521978021978022,0.5901639344262295,244,61
surv,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,0,0.48,0.6107633714191091,0.5208791208791208,0.6229508196721312,244,61
