endpoint,model,subset_key,subset_modalities,n_modalities,fold,threshold,weighted_f1,auc,acc,n_train,n_val
surv,et,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.6,0.5917075730912907,0.5516483516483516,0.5901639344262295,244,61
surv,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.5,0.6189500390320063,0.5593406593406594,0.639344262295082,244,61
surv,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.5800000000000001,0.6086863955716415,0.5769230769230769,0.6065573770491803,244,61
surv,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.53,0.6049696694769251,0.5549450549450549,0.6229508196721312,244,61
surv,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,1,0.72,0.6086863955716415,0.5439560439560439,0.6065573770491803,244,61
surv,et,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.54,0.6393201330006708,0.5758241758241759,0.6557377049180327,244,61
surv,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.74,0.541970738586286,0.5076923076923077,0.5409836065573771,244,61
surv,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.59,0.5511647972389991,0.5340659340659341,0.5573770491803278,244,61
surv,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.5800000000000001,0.559539115154481,0.5010989010989011,0.5573770491803278,244,61
surv,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,2,0.43,0.5485873735612139,0.4648351648351648,0.5573770491803278,244,61
surv,et,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.51,0.5999430666956914,0.56,0.6557377049180327,244,61
surv,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.68,0.642271662763466,0.6666666666666666,0.639344262295082,244,61
surv,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.5800000000000001,0.5772301469022779,0.5966666666666667,0.5737704918032787,244,61
surv,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.52,0.6545827852811908,0.67,0.6557377049180327,244,61
surv,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,3,0.52,0.6721311475409836,0.6744444444444445,0.6721311475409836,244,61
surv,et,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.55,0.5012942191544435,0.45,0.5409836065573771,244,61
surv,lgbm,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.41,0.6025145497356613,0.5855555555555555,0.6229508196721312,244,61
surv,rf,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.55,0.5409594772629659,0.4566666666666666,0.5573770491803278,244,61
surv,voting,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.42,0.6127049180327869,0.5488888888888889,0.6721311475409836,244,61
surv,xgb,semantic+temporal+spatial,semantic+temporal+spatial,3,4,0.42,0.6215851338319998,0.5688888888888889,0.6557377049180327,244,61
surv,et,spatial,spatial,1,0,0.53,0.5306737731836657,0.4538461538461538,0.5901639344262295,244,61
surv,lgbm,spatial,spatial,1,0,0.6,0.5151494012324148,0.4395604395604395,0.5245901639344263,244,61
surv,rf,spatial,spatial,1,0,0.52,0.543251062055305,0.4417582417582418,0.5901639344262295,244,61
surv,voting,spatial,spatial,1,0,0.6,0.5051912568306011,0.4395604395604396,0.5081967213114754,244,61
surv,xgb,spatial,spatial,1,0,0.66,0.5271564788389637,0.4626373626373626,0.5245901639344263,244,61
surv,et,spatial,spatial,1,1,0.59,0.559044178938594,0.6,0.5573770491803278,244,61
surv,lgbm,spatial,spatial,1,1,0.8300000000000001,0.6086863955716415,0.5791208791208791,0.6065573770491803,244,61
surv,rf,spatial,spatial,1,1,0.61,0.668951384963256,0.6494505494505495,0.6721311475409836,244,61
surv,voting,spatial,spatial,1,1,0.65,0.6237756469739149,0.6296703296703297,0.6229508196721312,244,61
surv,xgb,spatial,spatial,1,1,0.63,0.6219095349984834,0.6285714285714286,0.6229508196721312,244,61
surv,et,spatial,spatial,1,2,0.54,0.5496682279469165,0.456043956043956,0.5737704918032787,244,61
surv,lgbm,spatial,spatial,1,2,0.46,0.4782485274288553,0.421978021978022,0.4754098360655737,244,61
surv,rf,spatial,spatial,1,2,0.54,0.5342637719686899,0.510989010989011,0.5409836065573771,244,61
surv,voting,spatial,spatial,1,2,0.47,0.5232772397806964,0.4527472527472527,0.5245901639344263,244,61
surv,xgb,spatial,spatial,1,2,0.56,0.5108579944645518,0.4791208791208791,0.5081967213114754,244,61
surv,et,spatial,spatial,1,3,0.56,0.6848133937914196,0.6566666666666667,0.6885245901639344,244,61
surv,lgbm,spatial,spatial,1,3,0.2,0.6429684823156402,0.6155555555555556,0.6557377049180327,244,61
surv,rf,spatial,spatial,1,3,0.53,0.6162534986005598,0.6077777777777778,0.639344262295082,244,61
surv,voting,spatial,spatial,1,3,0.59,0.6545827852811908,0.6144444444444445,0.6557377049180327,244,61
surv,xgb,spatial,spatial,1,3,0.5800000000000001,0.6411277247342821,0.5955555555555555,0.639344262295082,244,61
surv,et,spatial,spatial,1,4,0.5700000000000001,0.5852807813044996,0.5444444444444444,0.5901639344262295,244,61
surv,lgbm,spatial,spatial,1,4,0.5800000000000001,0.6516358562957795,0.6044444444444443,0.6557377049180327,244,61
surv,rf,spatial,spatial,1,4,0.5800000000000001,0.5887890300966558,0.5644444444444445,0.5901639344262295,244,61
surv,voting,spatial,spatial,1,4,0.62,0.6216859076889233,0.6055555555555556,0.6229508196721312,244,61
surv,xgb,spatial,spatial,1,4,0.37,0.5861774396940975,0.5666666666666667,0.6557377049180327,244,61
surv,et,temporal,temporal,1,0,0.48,0.5182698005135296,0.4934065934065934,0.5573770491803278,244,61
surv,lgbm,temporal,temporal,1,0,0.8200000000000001,0.4887953884897481,0.4307692307692308,0.4918032786885246,244,61
surv,rf,temporal,temporal,1,0,0.45,0.5150273224043717,0.4923076923076923,0.5409836065573771,244,61
surv,voting,temporal,temporal,1,0,0.7000000000000001,0.506874669487044,0.467032967032967,0.5081967213114754,244,61
surv,xgb,temporal,temporal,1,0,0.15,0.5067111470197294,0.4527472527472527,0.5573770491803278,244,61
surv,et,temporal,temporal,1,1,0.52,0.5150273224043717,0.4747252747252747,0.5409836065573771,244,61
surv,lgbm,temporal,temporal,1,1,0.74,0.6570343613966843,0.5956043956043956,0.6557377049180327,244,61
surv,rf,temporal,temporal,1,1,0.62,0.5597663768500698,0.5417582417582417,0.5573770491803278,244,61
surv,voting,temporal,temporal,1,1,0.65,0.5760769285359448,0.5714285714285714,0.5737704918032787,244,61
surv,xgb,temporal,temporal,1,1,0.6,0.6154633182188118,0.6175824175824176,0.6229508196721312,244,61
surv,et,temporal,temporal,1,2,0.49,0.576916708064249,0.5230769230769232,0.5901639344262295,244,61
surv,lgbm,temporal,temporal,1,2,0.5700000000000001,0.5100717882781528,0.4549450549450549,0.5081967213114754,244,61
surv,rf,temporal,temporal,1,2,0.47,0.5820253458900128,0.5648351648351648,0.5901639344262295,244,61
surv,voting,temporal,temporal,1,2,0.38,0.543251062055305,0.5142857142857142,0.5901639344262295,244,61
surv,xgb,temporal,temporal,1,2,0.39,0.5706192059531795,0.5417582417582417,0.5901639344262295,244,61
surv,et,temporal,temporal,1,3,0.35,0.5739754098360657,0.4877777777777778,0.639344262295082,244,61
surv,lgbm,temporal,temporal,1,3,0.55,0.558599426840697,0.4638888888888889,0.5573770491803278,244,61
surv,rf,temporal,temporal,1,3,0.49,0.5807016298819577,0.4822222222222222,0.5901639344262295,244,61
surv,voting,temporal,temporal,1,3,0.46,0.5333866453418632,0.4677777777777778,0.5573770491803278,244,61
surv,xgb,temporal,temporal,1,3,0.52,0.5611028315946348,0.4605555555555555,0.5737704918032787,244,61
surv,et,temporal,temporal,1,4,0.54,0.5852807813044996,0.4366666666666666,0.5901639344262295,244,61
surv,lgbm,temporal,temporal,1,4,0.59,0.5259030880881561,0.4255555555555556,0.5245901639344263,244,61
surv,rf,temporal,temporal,1,4,0.54,0.5558921525043883,0.4866666666666666,0.5573770491803278,244,61
surv,voting,temporal,temporal,1,4,0.42,0.5376726156827909,0.4611111111111111,0.5901639344262295,244,61
surv,xgb,temporal,temporal,1,4,0.45,0.5679505975387623,0.5477777777777777,0.5901639344262295,244,61
surv,et,temporal+pathological,temporal+pathological,2,0,0.59,0.5910604858412118,0.5747252747252747,0.5901639344262295,244,61
surv,lgbm,temporal+pathological,temporal+pathological,2,0,0.5700000000000001,0.7031147540983607,0.6505494505494505,0.7049180327868853,244,61
surv,rf,temporal+pathological,temporal+pathological,2,0,0.55,0.6522729460075071,0.6054945054945055,0.6557377049180327,244,61
surv,voting,temporal+pathological,temporal+pathological,2,0,0.52,0.6673312656919214,0.6208791208791209,0.6721311475409836,244,61
surv,xgb,temporal+pathological,temporal+pathological,2,0,0.31,0.6535909445745511,0.6318681318681318,0.6721311475409836,244,61
surv,et,temporal+pathological,temporal+pathological,2,1,0.55,0.6636905878380914,0.634065934065934,0.6721311475409836,244,61
surv,lgbm,temporal+pathological,temporal+pathological,2,1,0.26,0.6189500390320063,0.5945054945054944,0.639344262295082,244,61
surv,rf,temporal+pathological,temporal+pathological,2,1,0.54,0.6489012905476107,0.6263736263736264,0.6557377049180327,244,61
surv,voting,temporal+pathological,temporal+pathological,2,1,0.5700000000000001,0.6371402550091074,0.6032967032967033,0.639344262295082,244,61
surv,xgb,temporal+pathological,temporal+pathological,2,1,0.67,0.6237756469739149,0.6131868131868132,0.6229508196721312,244,61
surv,et,temporal+pathological,temporal+pathological,2,2,0.46,0.7028497243078078,0.6857142857142857,0.7213114754098361,244,61
surv,lgbm,temporal+pathological,temporal+pathological,2,2,0.02,0.6297708306858135,0.5923076923076923,0.6721311475409836,244,61
surv,rf,temporal+pathological,temporal+pathological,2,2,0.4,0.696688392915926,0.6780219780219781,0.7213114754098361,244,61
surv,voting,temporal+pathological,temporal+pathological,2,2,0.23,0.6528708071620319,0.6406593406593407,0.6885245901639344,244,61
surv,xgb,temporal+pathological,temporal+pathological,2,2,0.12,0.6678908683440203,0.6351648351648351,0.6885245901639344,244,61
surv,et,temporal+pathological,temporal+pathological,2,3,0.6,0.6747924206940601,0.7000000000000001,0.6721311475409836,244,61
surv,lgbm,temporal+pathological,temporal+pathological,2,3,0.89,0.6684214245336348,0.7022222222222222,0.6721311475409836,244,61
surv,rf,temporal+pathological,temporal+pathological,2,3,0.5700000000000001,0.6905687273900939,0.7188888888888889,0.6885245901639344,244,61
surv,voting,temporal+pathological,temporal+pathological,2,3,0.51,0.65668844309832,0.7044444444444444,0.6557377049180327,244,61
surv,xgb,temporal+pathological,temporal+pathological,2,3,0.22,0.6370785019325604,0.6844444444444444,0.6557377049180327,244,61
surv,et,temporal+pathological,temporal+pathological,2,4,0.54,0.6065573770491803,0.6255555555555555,0.6065573770491803,244,61
surv,lgbm,temporal+pathological,temporal+pathological,2,4,0.01,0.5699593355094003,0.5922222222222222,0.6557377049180327,244,61
surv,rf,temporal+pathological,temporal+pathological,2,4,0.54,0.5852807813044996,0.6188888888888889,0.5901639344262295,244,61
surv,voting,temporal+pathological,temporal+pathological,2,4,0.73,0.5901639344262295,0.5988888888888889,0.5901639344262295,244,61
surv,xgb,temporal+pathological,temporal+pathological,2,4,0.77,0.5772301469022779,0.5822222222222222,0.5737704918032787,244,61
surv,et,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.49,0.5539535189940089,0.532967032967033,0.5901639344262295,244,61
surv,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.63,0.6739053296430345,0.6054945054945055,0.6721311475409836,244,61
surv,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.52,0.6049696694769251,0.5714285714285714,0.6229508196721312,244,61
surv,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.54,0.6547869667377457,0.6131868131868132,0.6557377049180327,244,61
surv,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,0,0.62,0.6407193114039788,0.6439560439560439,0.639344262295082,244,61
surv,et,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.62,0.6902059688944935,0.6802197802197801,0.6885245901639344,244,61
surv,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.63,0.6784566981288292,0.7164835164835165,0.6885245901639344,244,61
surv,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.56,0.6973215290542822,0.7098901098901098,0.7049180327868853,244,61
surv,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.66,0.7049180327868853,0.7230769230769232,0.7049180327868853,244,61
surv,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,1,0.8,0.7065147966787311,0.6923076923076923,0.7049180327868853,244,61
surv,et,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.54,0.7005981391227293,0.7131868131868132,0.7049180327868853,244,61
surv,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.8300000000000001,0.6383747576238321,0.6648351648351648,0.639344262295082,244,61
surv,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.53,0.7123033614836893,0.701098901098901,0.7213114754098361,244,61
surv,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.65,0.6557377049180327,0.6813186813186813,0.6557377049180327,244,61
surv,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,2,0.63,0.6570343613966843,0.6626373626373627,0.6557377049180327,244,61
surv,et,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.52,0.6860255897640943,0.7111111111111111,0.7049180327868853,244,61
surv,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.65,0.7049180327868853,0.7055555555555556,0.7049180327868853,244,61
surv,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.61,0.6574048346762991,0.7244444444444446,0.6557377049180327,244,61
surv,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.55,0.7377049180327869,0.7355555555555555,0.7377049180327869,244,61
surv,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,3,0.66,0.739833936555248,0.7433333333333333,0.7377049180327869,244,61
surv,et,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.59,0.6254253015774822,0.63,0.6229508196721312,244,61
surv,lgbm,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.65,0.6331545185129609,0.6544444444444444,0.639344262295082,244,61
surv,rf,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.54,0.6665041077390553,0.6599999999999999,0.6721311475409836,244,61
surv,voting,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.66,0.639344262295082,0.6411111111111112,0.639344262295082,244,61
surv,xgb,temporal+pathological+spatial,temporal+pathological+spatial,3,4,0.62,0.6216859076889233,0.6266666666666666,0.6229508196721312,244,61
surv,et,temporal+spatial,temporal+spatial,2,0,0.43,0.5182698005135296,0.4384615384615384,0.5573770491803278,244,61
surv,lgbm,temporal+spatial,temporal+spatial,2,0,0.5700000000000001,0.5051912568306011,0.4120879120879121,0.5081967213114754,244,61
surv,rf,temporal+spatial,temporal+spatial,2,0,0.52,0.505717712914834,0.4098901098901099,0.5409836065573771,244,61
surv,voting,temporal+spatial,temporal+spatial,2,0,0.56,0.5232772397806964,0.4351648351648352,0.5245901639344263,244,61
surv,xgb,temporal+spatial,temporal+spatial,2,0,0.68,0.5432094403617863,0.4505494505494505,0.5409836065573771,244,61
surv,et,temporal+spatial,temporal+spatial,2,1,0.5800000000000001,0.6107633714191091,0.6362637362637362,0.6229508196721312,244,61
surv,lgbm,temporal+spatial,temporal+spatial,2,1,0.6,0.6007975188303056,0.5395604395604396,0.6065573770491803,244,61
surv,rf,temporal+spatial,temporal+spatial,2,1,0.6,0.6575960708833876,0.6692307692307692,0.6557377049180327,244,61
surv,voting,temporal+spatial,temporal+spatial,2,1,0.5800000000000001,0.6489012905476107,0.6,0.6557377049180327,244,61
surv,xgb,temporal+spatial,temporal+spatial,2,1,0.5800000000000001,0.6049696694769251,0.6230769230769231,0.6229508196721312,244,61
surv,et,temporal+spatial,temporal+spatial,2,2,0.54,0.6189500390320063,0.5813186813186814,0.639344262295082,244,61
surv,lgbm,temporal+spatial,temporal+spatial,2,2,0.46,0.5108579944645518,0.4516483516483516,0.5081967213114754,244,61
surv,rf,temporal+spatial,temporal+spatial,2,2,0.52,0.6116353458616554,0.5934065934065934,0.639344262295082,244,61
surv,voting,temporal+spatial,temporal+spatial,2,2,0.45,0.5342637719686899,0.4802197802197803,0.5409836065573771,244,61
surv,xgb,temporal+spatial,temporal+spatial,2,2,0.42,0.5151494012324148,0.4725274725274725,0.5245901639344263,244,61
surv,et,temporal+spatial,temporal+spatial,2,3,0.55,0.5855456227683807,0.5733333333333333,0.6229508196721312,244,61
surv,lgbm,temporal+spatial,temporal+spatial,2,3,0.6,0.6216859076889233,0.6199999999999999,0.6229508196721312,244,61
surv,rf,temporal+spatial,temporal+spatial,2,3,0.5800000000000001,0.6260204195119782,0.6122222222222222,0.6229508196721312,244,61
surv,voting,temporal+spatial,temporal+spatial,2,3,0.5,0.6623867935343345,0.6077777777777779,0.6721311475409836,244,61
surv,xgb,temporal+spatial,temporal+spatial,2,3,0.49,0.6477893691008445,0.5966666666666667,0.6557377049180327,244,61
surv,et,temporal+spatial,temporal+spatial,2,4,0.54,0.5273415109480685,0.4688888888888888,0.5409836065573771,244,61
